STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
US1ILDP0135,"DOWNERS GROVE 3.1 SSE, IL US",41.7533,-88.0021,236.8,2/12/17,,,0,,,,,,,,,,,,,,,
US1ILDP0135,"DOWNERS GROVE 3.1 SSE, IL US",41.7533,-88.0021,236.8,2/13/17,,,0,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,1/17/17,,,0.86,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,1/20/17,,,1.11,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,2/7/17,,,0.61,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,3/20/17,,,1.28,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,3/25/17,,,0.19,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,3/30/17,,,1.61,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,3/31/17,,,0.76,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,4/11/17,,,0.17,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,4/16/17,,,0.25,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,4/27/17,,,0.39,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,4/30/17,,,2.27,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,5/9/17,,,0.45,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,5/18/17,,,0.04,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,5/24/17,,,0.93,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,6/9/17,,,0.06,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,6/15/17,,,0.55,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,7/20/17,,,0.25,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,7/22/17,,,1.4,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,8/22/17,,,0.42,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,10/11/17,,,1.34,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,10/15/17,,,3.16,,,,,,,,,,,,,,,
US1ILCK0261,"MIDLOTHIAN 0.3 WSW, IL US",41.6248,-87.7307,192,11/19/17,,,0.76,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,1/19/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,1/20/17,,,0.98,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,1/24/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,1/25/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,1/26/17,,,0.06,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,2/6/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,2/7/17,,,0.67,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,2/24/17,,,0.2,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,2/28/17,,,0.2,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/1/17,,,1.91,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/2/17,,,0.05,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/3/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/7/17,,,0.19,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/8/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/9/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/10/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/11/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/12/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/21/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/22/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/23/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/24/17,,,0.05,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/28/17,,,0.02,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/29/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,3/31/17,,,0.68,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/4/17,,,0.5,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/5/17,,,0.12,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/6/17,,,1.31,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/7/17,,,0.02,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/8/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/9/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/10/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/11/17,,,0.08,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/12/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/13/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/14/17,,,0.1,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/19/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/20/17,,,0.28,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/21/17,,,0.01,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/22/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/23/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/24/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/25/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/26/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/27/17,,,0.49,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,4/28/17,,,0.01,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/2/17,,,0.06,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/3/17,,,0.02,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/4/17,,,0.12,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/5/17,,,0.2,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/6/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/7/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/8/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/9/17,,,0.31,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/10/17,,,0.06,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/11/17,,,0.87,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/12/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/14/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/15/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/16/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/17/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/18/17,,,0.08,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/19/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/20/17,,,0.17,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/23/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/24/17,,,0.84,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/25/17,,,0.14,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/26/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,5/31/17,,,0.04,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/1/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/2/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/3/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/4/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/5/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/7/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/8/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/9/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/10/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/11/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/12/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/13/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/14/17,,,0.71,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/15/17,,,0.26,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/16/17,,,0.11,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/20/17,,,0,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,6/21/17,,,0.2,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/4/17,,,0.01,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/5/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/6/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/7/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/8/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/9/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/12/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/13/17,,,0.37,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/14/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/15/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/16/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/17/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/18/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/19/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/20/17,,,0.64,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/21/17,,,0.63,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/25/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/26/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/27/17,,,0.12,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/29/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/30/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,7/31/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/1/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/2/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/3/17,,,0.26,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/4/17,,,0.8,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/6/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/7/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/8/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/9/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/10/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/11/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/12/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/13/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/14/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/15/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/16/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/17/17,,,0,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/18/17,,,0.11,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/19/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/20/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/21/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/22/17,,,0.53,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/23/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/24/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/25/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/26/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/27/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/29/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/30/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,8/31/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/7/17,,,0.01,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/8/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/9/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/10/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/11/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/12/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/13/17,,,0.11,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/14/17,,,0.05,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/15/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/17/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/18/17,,,0.02,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/19/17,,,1.26,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/20/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/21/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/22/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/23/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/24/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/26/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/27/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/28/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/29/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,9/30/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/1/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/2/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/3/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/4/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/5/17,,,0,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/6/17,,,0.3,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/7/17,,,0.16,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/8/17,,,0.45,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/9/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/10/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/11/17,,,1.15,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/12/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/13/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/17/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/18/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/19/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/20/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/22/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/23/17,,,1.7,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/24/17,,,0.84,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/25/17,,,0.57,,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/26/17,,,0,0,,,,,,,,,,,,,,
US1INLK0040,"GARY 4.1 SSW, IN US",41.5448,-87.3848,191.7,10/27/17,,,0,0,,,,,,,,,,,,,,
